ip,state,whois_country,whois_info,shodan_country,shodan_os,shodan_vulns,shodan_bluekeep,,scan patched,scan vulnerable,offline,
120.78.191.16,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
90.155.115.82,vulnerable,GB,NOV-ORM11,GB,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
13.58.46.14,vulnerable,US,AT-88-Z,US,,[u'CVE-2019-0708'],TRUE,,,,,
124.156.187.248,patched,SG,ACEVILLEPTELTD-SG,HK,,[u'CVE-2019-0708'],TRUE,,,,,
36.40.84.154,patched,CN,CHINANET-SN,CN,,,FALSE,,,,,
203.189.218.158,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
120.26.9.33,patched,CN,ALISOFT,CN,Windows 7 or 8,"[u'CVE-2016-8612', u'CVE-2014-0231', u'CVE-2017-7679', u'CVE-2013-2249', u'CVE-2014-0098', u'CVE-2017-3167', u'CVE-2018-1312', u'CVE-2013-6438', u'CVE-2017-7668', u'CVE-2017-3169', u'CVE-2016-4975']",FALSE,,,,,
60.248.115.76,patched,TW,HINET-NET,TW,,"[u'CVE-2018-10549', u'CVE-2014-5459', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2018-17082', u'CVE-2011-0755', u'CVE-2013-1635', u'CVE-2019-9638', u'CVE-2011-4885', u'CVE-2014-0098', u'CVE-2011-3368', u'CVE-2018-10548', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2016-7478', u'CVE-2011-3607', u'CVE-2012-2376', u'CVE-2011-1092', u'CVE-2012-2143', u'CVE-2019-9023', u'CVE-2012-2336', u'CVE-2014-2497', u'CVE-2012-1171', u'CVE-2019-9639', u'CVE-2013-4635', u'CVE-2011-0708', u'CVE-2011-4317', u'CVE-2011-1468', u'CVE-2011-1469', u'CVE-2011-0421', u'CVE-2012-2688', u'CVE-2013-4248', u'CVE-2010-4699', u'CVE-2011-1467', u'CVE-2011-1464', u'CVE-2017-16642', u'CVE-2013-2110', u'CVE-2018-20783', u'CVE-2011-4415', u'CVE-2011-1466', u'CVE-2018-14883', u'CVE-2013-2249', u'CVE-2018-19395', u'CVE-2019-6977', u'CVE-2013-6438', u'CVE-2012-0057', u'CVE-2019-9641', u'CVE-2012-2386', u'CVE-2006-7243', u'CVE-2011-4718', u'CVE-2012-1172', u'CVE-2016-8612', u'CVE-2014-0237', u'CVE-2015-8994', u'CVE-2012-1823', u'CVE-2018-19935', u'CVE-2019-9637', u'CVE-2014-9427', u'CVE-2012-2311', u'CVE-2014-0238', u'CVE-2010-3870', u'CVE-2019-9020', u'CVE-2019-9021', u'CVE-2012-0789', u'CVE-2012-0788', u'CVE-2019-9024', u'CVE-2012-3365', u'CVE-2011-1470', u'CVE-2018-15132', u'CVE-2011-3192', u'CVE-2013-1643']",FALSE,,,,,
18.225.34.73,vulnerable,US,AT-88-Z,US,Windows 7 or 8,[u'CVE-2019-0708'],TRUE,,,,,
39.108.2.230,patched,CN,ALISOFT,,,,FALSE,,,,,
197.51.46.70,vulnerable,EG,,EG,,[u'CVE-2019-0708'],TRUE,,,,,
140.246.228.169,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
115.29.19.190,vulnerable,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
140.246.80.124,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
103.240.156.149,vulnerable,CN,HKCLOUDX-9,CN,,"[u'CVE-2017-7269', u'CVE-2009-4444', u'CVE-2003-1582', u'CVE-2005-2089', u'CVE-2007-2897', u'CVE-2019-0708', u'CVE-2006-0026', u'CVE-2009-2521', u'CVE-2008-1446', u'CVE-2009-1535', u'CVE-2005-2678', u'CVE-2008-0074', u'CVE-2008-0075', u'CVE-2010-1256', u'CVE-2009-3023', u'CVE-2007-1278', u'CVE-2003-0718', u'CVE-2010-1899']",TRUE,,,,,
49.235.44.105,offline,CN,TencentCloud,CN,,,FALSE,,,,,
203.74.119.47,patched,TW,HINET-NET,TW,,,FALSE,,,,,
140.138.41.242,vulnerable,TW,TANET-BNETA,,,,FALSE,,,,,
39.107.94.0,patched,CN,ALISOFT,,,,FALSE,,,,,
81.43.75.147,patched,ES,RIMA,ES,,,FALSE,,,,,
121.204.153.110,patched,CN,FUJIAN-XIAMEN-BTL-FJ,CN,,,FALSE,,,,,
39.100.66.62,patched,CN,ALISOFT,CN,,,FALSE,,,,,
49.234.60.112,patched,CN,TencentCloud,CN,,,FALSE,,,,,
101.89.201.196,patched,CN,CHINANET-SH,CN,,,FALSE,,,,,
47.104.109.202,vulnerable,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
182.151.17.154,patched,CN,CHINANET-SC,CN,,,FALSE,,,,,
49.232.51.159,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
183.129.49.207,offline,CN,CHINANET-ZJ-HZ,CN,,[u'CVE-2019-0708'],TRUE,,,,,
94.141.123.14,vulnerable,RU,UNITLINE-RST-NET-3,RU,,[u'CVE-2019-0708'],TRUE,,,,,
96.56.175.220,vulnerable,US,OOL-STATIC-HCVLNY-96-56-175-216-29,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
118.89.80.114,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
101.91.230.85,patched,CN,CHINANET-SH,,,,FALSE,,,,,
83.48.48.80,vulnerable,ES,RIMA,ES,,,FALSE,,,,,
222.92.126.68,patched,CN,SUZHOU-SHINSHIN-CORP,CN,,"[u'CVE-2017-7269', u'CVE-2009-4444', u'CVE-2003-1582', u'CVE-2005-2089', u'CVE-2007-2897', u'CVE-2009-1535', u'CVE-2006-0026', u'CVE-2009-2521', u'CVE-2008-1446', u'CVE-2007-1278', u'CVE-2005-2678', u'CVE-2008-0074', u'CVE-2008-0075', u'CVE-2010-1256', u'CVE-2009-3023', u'CVE-2003-0718', u'CVE-2010-1899']",FALSE,,,,,
203.189.202.3,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
193.112.124.233,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
123.207.85.88,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
120.79.5.254,patched,CN,ALISOFT,CN,,"[u'CVE-2018-10549', u'CVE-2018-10548', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2017-9798', u'CVE-2016-1546', u'CVE-2018-1312', u'CVE-2018-1333', u'CVE-2018-17082', u'CVE-2018-11763', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2018-19395', u'CVE-2016-8612', u'CVE-2018-19935', u'CVE-2019-0197', u'CVE-2019-0196', u'CVE-2019-9020', u'CVE-2019-0211', u'CVE-2017-15710', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2017-7668', u'CVE-2017-15715', u'CVE-2019-9637', u'CVE-2017-7679', u'CVE-2017-16642', u'CVE-2018-20783', u'CVE-2019-9024', u'CVE-2018-17199', u'CVE-2018-14883', u'CVE-2017-9788', u'CVE-2019-6977', u'CVE-2019-9641', u'CVE-2017-3167', u'CVE-2017-3169', u'CVE-2016-4979', u'CVE-2019-0220', u'CVE-2016-4975', u'CVE-2019-9023', u'CVE-2018-1283', u'CVE-2019-9021', u'CVE-2016-8740', u'CVE-2016-8743', u'CVE-2018-15132']",FALSE,,,,,
37.230.98.93,vulnerable,NL,XLIS-VPS,NL,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
193.112.251.45,offline,CN,TENCENT-CN,CN,,,FALSE,,,,,
182.61.147.102,patched,CN,Baidu,CN,,,FALSE,,,,,
116.22.50.208,offline,CN,CHINANET-GD,CN,,,FALSE,,,,,
129.28.87.40,patched,CN,TENCENT-CN,CN,,,FALSE,,,,,
89.208.155.217,vulnerable,RU,DINETHOSTING,RU,,,FALSE,,,,,
81.140.82.130,vulnerable,GB,BT-MBB,GB,,[u'CVE-2014-0160'],FALSE,,,,,
101.200.80.19,patched,CN,ALISOFT,,,,FALSE,,,,,
168.255.156.96,offline,MX,,,,,FALSE,,,,,
106.54.110.96,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
27.150.182.27,patched,CN,CHINANET-FJ,CN,,,FALSE,,,,,
203.54.145.66,patched,AU,TELSTRAINTERNET5-AU,AU,,,FALSE,,,,,
149.248.56.224,offline,US,NET-149-248-56-0-23,CA,,,FALSE,,,,,
61.147.67.188,offline,CN,CHINANET-JS,CN,,,FALSE,,,,,
200.218.252.121,vulnerable,BR,53109,BR,,,FALSE,,,,,
183.88.227.152,vulnerable,TH,TRIPLETNET-TH,TH,,"[u'CVE-2018-10549', u'CVE-2018-10548', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2018-19395', u'CVE-2018-19935', u'CVE-2018-17082', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2019-9021', u'CVE-2019-9637', u'CVE-2015-8994', u'CVE-2018-14883', u'CVE-2014-9767', u'CVE-2018-20783', u'CVE-2016-7478', u'CVE-2019-6977', u'CVE-2019-9023', u'CVE-2019-9020', u'CVE-2019-9641', u'CVE-2017-16642', u'CVE-2019-9024', u'CVE-2018-15132']",FALSE,,,,,
189.163.27.115,vulnerable,MX,,MX,,,FALSE,,,,,
14.29.219.197,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
106.13.118.82,patched,CN,Baidu,,,,FALSE,,,,,
106.75.156.174,patched,CN,UCLOUD-NET,CN,,,FALSE,,,,,
59.46.98.164,patched,CN,ShenYangJiaBei,CN,,"[u'CVE-2018-10549', u'CVE-2018-10548', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2019-9641', u'CVE-2010-1256', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2018-19395', u'CVE-2018-19935', u'CVE-2018-17082', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2010-3972', u'CVE-2019-9637', u'CVE-2012-2532', u'CVE-2012-2531', u'CVE-2018-14883', u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2018-20783', u'CVE-2019-6977', u'CVE-2019-9023', u'CVE-2019-9020', u'CVE-2019-9021', u'CVE-2017-16642', u'CVE-2019-9024', u'CVE-2018-15132']",FALSE,,,,,
218.16.211.60,offline,CN,CHINANET-GD,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
39.108.37.188,patched,CN,ALISOFT,,,,FALSE,,,,,
203.83.52.232,offline,IO,SURE-IO,,,,FALSE,,,,,
118.178.19.188,vulnerable,CN,ALISOFT,CN,,,FALSE,,,,,
176.176.69.145,offline,FR,BOUYGTEL-ISP-WIRELESS,,,,FALSE,,,,,
85.88.8.104,vulnerable,DE,IT-NetContent-Net-CGN,DE,,"[u'CVE-2015-0204', u'CVE-2015-4000']",FALSE,,,,,
168.255.32.53,offline,MX,,,,,FALSE,,,,,
49.232.140.3,vulnerable,CN,TencentCloud,,,,FALSE,,,,,
129.28.132.88,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
103.63.102.33,offline,PH,MLFSI-PH,,,,FALSE,,,,,
129.211.10.151,offline,CN,TENCENT-CN,CN,,,FALSE,,,,,
58.23.148.83,patched,CN,YiZhiYong,CN,,"[u'CVE-2018-10549', u'CVE-2018-10548', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2015-2787', u'CVE-2019-9641', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2016-7478', u'CVE-2018-19935', u'MS15-034', u'CVE-2015-1635', u'CVE-2018-17082', u'CVE-2019-9639', u'CVE-2019-9638', u'CVE-2019-9637', u'CVE-2015-8994', u'CVE-2015-4148', u'CVE-2018-14883', u'CVE-2019-0708', u'CVE-2018-20783', u'CVE-2018-19395', u'CVE-2019-6977', u'CVE-2015-4147', u'CVE-2015-2348', u'CVE-2015-2331', u'CVE-2019-9023', u'CVE-2019-9020', u'CVE-2019-9021', u'CVE-2017-16642', u'CVE-2019-9024', u'CVE-2018-15132']",TRUE,,,,,
46.33.160.147,offline,FR,HOSTING-CLIENT1,FR,,,FALSE,,,,,
47.244.143.143,patched,US,ALICLOUD-HK,CN,,"[u'CVE-2008-1446', u'CVE-2009-2521', u'CVE-2010-1899', u'CVE-2009-3555', u'CVE-2008-0074', u'CVE-2010-1256']",FALSE,,,,,
201.229.41.52,vulnerable,AW,,AW,,"[u'CVE-2010-1899', u'CVE-2019-0708', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
150.242.99.169,vulnerable,CN,kaopy,,,,FALSE,,,,,
187.207.2.2,vulnerable,MX,,MX,,[u'CVE-2019-0708'],TRUE,,,,,
47.91.218.191,vulnerable,US,ALICLOUD-HK,HK,,,FALSE,,,,,
45.129.98.66,patched,EE,EE-GMHOST-NET-98,,,,FALSE,,,,,
106.52.210.201,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
121.204.144.249,patched,CN,FUJIAN-XIAMEN-BTL-FJ,CN,,,FALSE,,,,,
71.42.63.85,offline,US,RCSW,,,,FALSE,,,,,
41.33.38.222,vulnerable,EG,,EG,,[u'CVE-2019-0708'],TRUE,,,,,
80.73.208.95,offline,FK,PB-Wireless,FK,,,FALSE,,,,,
218.205.106.162,vulnerable,CN,CMNET-zhejiang,,,,FALSE,,,,,
58.211.210.210,patched,CN,SUZHOU-KS-XINXIN-ELETRON-CORP,CN,,,FALSE,,,,,
116.62.170.58,vulnerable,CN,KUANCOM,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
178.234.32.90,vulnerable,RU,MACROREGIONAL_CENTER,RU,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
124.156.116.205,vulnerable,SG,ACEVILLEPTELTD-SG,SG,,,FALSE,,,,,
106.13.201.5,patched,CN,Baidu,CN,,,FALSE,,,,,
219.153.99.96,patched,CN,CHINANET-CQ,CN,,,FALSE,,,,,
41.193.203.125,vulnerable,ZA,,ZA,,"[u'CVE-2006-4924', u'CVE-2011-5000', u'CVE-2017-15906', u'CVE-2014-1692', u'CVE-2010-5107', u'CVE-2007-4752', u'CVE-2010-4478', u'CVE-2009-2904', u'CVE-2007-2243', u'CVE-2008-3259', u'CVE-2016-10708', u'CVE-2006-5051', u'CVE-2011-4327', u'CVE-2010-4755', u'CVE-2006-5052', u'CVE-2008-4109', u'CVE-2012-0814']",FALSE,,,,,
138.91.245.238,offline,US,MICROSOFT,US,,,FALSE,,,,,
14.116.186.33,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
182.151.58.185,patched,CN,CHINANET-SC,,,,FALSE,,,,,
132.232.124.211,offline,CN,TENCENT-CN,CN,,,FALSE,,,,,
24.193.31.38,vulnerable,US,ROADRUNNER-NYC-3,US,,,FALSE,,,,,
47.56.29.127,vulnerable,US,ALICLOUD-HK,US,,"[u'CVE-2018-15919', u'CVE-2016-1907', u'CVE-2017-15906', u'CVE-2016-8858', u'CVE-2016-10708', u'CVE-2016-0777', u'CVE-2016-0778']",FALSE,,,,,
113.125.32.23,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
47.52.119.245,vulnerable,US,ALICLOUD-HK,HK,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
52.224.145.85,vulnerable,US,MSFT,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
203.56.38.225,patched,CN,CHINANET-FJ,CN,,,FALSE,,,,,
168.255.3.127,offline,MX,,,,,FALSE,,,,,
121.11.111.193,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
70.52.87.39,vulnerable,CA,HSE-DYNAMIC1120091118-CA,CA,,[u'CVE-2019-0708'],TRUE,,,,,
109.81.189.225,vulnerable,CZ,CZ-CZNET-20090710,CZ,,[u'CVE-2019-0708'],TRUE,,,,,
111.231.109.70,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
129.28.104.179,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
168.255.215.16,offline,MX,,,,,FALSE,,,,,
54.87.104.16,vulnerable,US,AMAZON-2011L,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
113.142.69.87,vulnerable,CN,CHINANET-SN,CN,,,FALSE,,,,,
47.106.232.51,patched,CN,ALISOFT,,,,FALSE,,,,,
168.255.36.128,offline,MX,,,,,FALSE,,,,,
39.108.210.208,patched,CN,ALISOFT,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
129.204.190.63,patched,CN,TENCENT-CN,CN,,,FALSE,,,,,
203.206.204.204,vulnerable,AU,IINET-AU,AU,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
132.148.68.169,vulnerable,US,GO-DADDY-COM-LLC,US,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
174.139.112.189,vulnerable,US,VPLSNET,US,,[u'CVE-2019-0708'],TRUE,,,,,
217.160.253.105,offline,DE,SCHLUND-CUSTOMERS,DE,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2019-0708', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
106.12.216.30,patched,CN,Baidu,CN,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
218.78.10.226,patched,CN,CHINANET-SH,,,,FALSE,,,,,
129.28.39.233,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
143.255.162.42,vulnerable,BR,330105,BR,,[u'CVE-2019-0708'],TRUE,,,,,
101.91.163.127,patched,CN,CHINANET-SH,CN,,,FALSE,,,,,
195.28.183.46,vulnerable,BG,Friendhosting-Net,,,,FALSE,,,,,
50.252.153.43,vulnerable,US,NORTHGULF-CCCS-7,US,,,FALSE,,,,,
104.129.196.119,offline,US,ZSCALER-CHI1,US,,,FALSE,,,,,
162.242.173.161,offline,US,RACKS-8-NET-14,US,,,FALSE,,,,,
129.226.52.129,vulnerable,SG,ACEVILLEPTELTD-SG,SG,,,FALSE,,,,,
193.112.173.27,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
49.234.216.41,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
66.42.69.29,vulnerable,US,NET-66-42-68-0-23,,,,FALSE,,,,,
69.12.26.140,vulnerable,US,PILOT-US-2,US,,,FALSE,,,,,
80.58.160.72,vulnerable,ES,RIMA,ES,,,FALSE,,,,,
173.28.121.166,patched,US,MEDIACOM-RESIDENTIAL-CUST,US,,,FALSE,,,,,
14.29.248.230,offline,CN,CHINANET-GD,CN,,[u'CVE-2019-0708'],TRUE,,,,,
132.232.226.174,patched,CN,TENCENT-CN,CN,,,FALSE,,,,,
179.214.20.185,vulnerable,BR,199766,BR,,,FALSE,,,,,
101.91.179.78,patched,CN,CHINANET-SH,CN,,,FALSE,,,,,
202.44.112.87,offline,IO,SURE-IO,,,,FALSE,,,,,
148.70.227.184,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
112.74.132.132,patched,CN,ALISOFT,,,,FALSE,,,,,
118.31.60.75,patched,CN,ALISOFT,,,,FALSE,,,,,
45.77.38.89,vulnerable,US,NET-45-77-38-0-23,,,,FALSE,,,,,
115.216.57.81,vulnerable,CN,CHINANET-ZJ-HZ,,,,FALSE,,,,,
109.86.74.217,vulnerable,UA,TRIOLAN,UA,,[u'CVE-2019-0708'],TRUE,,,,,
139.196.212.130,patched,CN,ALISOFT,CN,,,FALSE,,,,,
196.204.6.165,patched,EG,,EG,,[u'CVE-2019-0708'],TRUE,,,,,
37.186.127.58,vulnerable,AM,GNC-GPON-NET,AM,,,FALSE,,,,,
207.246.92.25,vulnerable,US,NET-207-246-92-0-23,US,,"[u'CVE-2018-19132', u'CVE-2018-1000027', u'CVE-2019-12525', u'CVE-2019-12529']",FALSE,,,,,
77.44.22.152,vulnerable,GB,UK-GLOBAL-20061214,GB,,"[u'CVE-2010-1899', u'CVE-2019-0708', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
162.217.139.131,patched,US,TRAPPONLINE003,,,,FALSE,,,,,
168.255.89.51,offline,MX,,,,,FALSE,,,,,
45.252.63.244,vulnerable,CN,CLOUDIE-HK,HK,,"[u'CVE-2010-1899', u'CVE-2019-0708', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
115.29.65.165,patched,CN,ALISOFT,CN,,,FALSE,,,,,
119.28.187.251,vulnerable,CN,TencentCloud,HK,,[u'CVE-2019-0708'],TRUE,,,,,
47.110.233.114,patched,CN,ALISOFT,,,,FALSE,,,,,
61.12.94.102,vulnerable,IN,TTSLMEIS-IN,IN,,,FALSE,,,,,
139.219.11.91,vulnerable,CN,MCCL-CHN,CN,,,FALSE,,,,,
66.113.194.184,vulnerable,US,HOSTWAY,US,,"[u'CVE-2010-1899', u'CVE-2019-0708', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",TRUE,,,,,
168.61.162.200,offline,US,MICROSOFT,US,,,FALSE,,,,,
49.235.229.115,patched,CN,TencentCloud,CN,,,FALSE,,,,,
140.246.6.17,patched,CN,CHINANET-SD,CN,,,FALSE,,,,,
220.188.52.172,offline,CN,CHINANET-ZJ-JH,CN,,,FALSE,,,,,
172.81.208.127,patched,CN,TENCENT-CN,CN,,,FALSE,,,,,
13.57.181.150,vulnerable,US,AT-88-Z,US,,,FALSE,,,,,
203.33.207.206,patched,CN,CHINANET-FJ,CN,,,FALSE,,,,,
168.255.79.49,offline,MX,,,,,FALSE,,,,,
142.147.1.39,patched,US,SANAPPTX,US,,[u'CVE-2019-0708'],TRUE,,,,,
125.124.80.11,patched,CN,CHINANET-ZJ-SX,CN,,,FALSE,,,,,
183.56.208.244,patched,CN,CHINANET-GD,,,,FALSE,,,,,
151.61.110.213,vulnerable,IT,ADSL-NORTH-FIRENZE-TREVISO-61,IT,,[u'CVE-2019-0708'],TRUE,,,,,
140.246.155.37,patched,CN,CHINANET-SD,,,,FALSE,,,,,
87.248.189.51,patched,MD,STARNETMD,MD,,"[u'CVE-2017-7269', u'CVE-2009-4444', u'CVE-2003-1582', u'CVE-2005-2089', u'CVE-2007-2897', u'CVE-2019-0708', u'CVE-2006-0026', u'CVE-2009-2521', u'CVE-2008-1446', u'CVE-2009-1535', u'CVE-2005-2678', u'CVE-2008-0074', u'CVE-2008-0075', u'CVE-2010-1256', u'CVE-2009-3023', u'CVE-2007-1278', u'CVE-2003-0718', u'CVE-2010-1899']",TRUE,,,,,
13.81.109.180,vulnerable,US,MSFT,NL,,,FALSE,,,,,
121.196.222.201,patched,CN,ALISOFT,,,,FALSE,,,,,
47.102.147.228,patched,CN,ALISOFT,CN,,,FALSE,,,,,
198.46.168.104,vulnerable,US,CC-13,US,,[u'CVE-2019-0708'],TRUE,,,,,
106.53.10.178,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
110.145.129.150,patched,AU,TELSTRAINTERNET48-AU,AU,,"[u'CVE-2010-1899', u'CVE-2010-2730', u'CVE-2010-3972', u'CVE-2012-2531', u'CVE-2012-2532', u'CVE-2010-1256']",FALSE,,,,,
106.13.119.144,patched,CN,Baidu,CN,,[u'CVE-2019-0708'],TRUE,,,,,
103.240.180.11,vulnerable,HK,CLOUDIE-HK,HK,,"[u'CVE-2018-10549', u'CVE-2018-10548', u'CVE-2018-10545', u'CVE-2018-10547', u'CVE-2018-10546', u'CVE-2019-9024', u'CVE-2019-9638', u'CVE-2010-1256', u'CVE-2018-19520', u'CVE-2018-19396', u'CVE-2018-19395', u'CVE-2018-19935', u'CVE-2018-17082', u'CVE-2010-2730', u'CVE-2019-9639', u'CVE-2010-3972', u'CVE-2019-9021', u'CVE-2019-9637', u'CVE-2015-8994', u'CVE-2012-2531', u'CVE-2018-14883', u'CVE-2010-1899', u'CVE-2014-9767', u'CVE-2019-0708', u'CVE-2018-20783', u'CVE-2016-7478', u'CVE-2019-6977', u'CVE-2019-9023', u'CVE-2019-9020', u'CVE-2019-9641', u'CVE-2017-16642', u'CVE-2012-2532', u'CVE-2018-15132']",TRUE,,,,,
129.204.109.187,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
87.245.152.199,patched,RU,COMCOR-B2B-Clients,RU,,[u'CVE-2019-0708'],TRUE,,,,,
106.54.0.174,patched,CN,TencentCloud,,,,FALSE,,,,,
168.255.231.227,offline,MX,,,,,FALSE,,,,,
14.29.140.16,patched,CN,CHINANET-GD,CN,,,FALSE,,,,,
18.224.135.108,vulnerable,US,AT-88-Z,,,,FALSE,,,,,
101.89.203.158,patched,CN,CHINANET-SH,CN,,,FALSE,,,,,
27.150.173.116,patched,CN,CHINANET-FJ,,,,FALSE,,,,,
199.203.111.21,vulnerable,US,NV-TADIRAN-INFO,IL,,,FALSE,,,,,
168.255.243.28,offline,MX,,,,,FALSE,,,,,
27.150.181.105,patched,CN,CHINANET-FJ,,,,FALSE,,,,,
46.27.33.234,vulnerable,ES,IPCOM-NET,ES,,[u'CVE-2019-0708'],TRUE,,,,,
99.236.210.24,vulnerable,CA,HSI,,,,FALSE,,,,,
128.107.88.203,offline,US,CISCO-PRNET1,US,,,FALSE,,,,,
47.95.7.41,patched,CN,ALISOFT,CN,,,FALSE,,,,,
223.247.209.197,patched,CN,CHINANET-AH,CN,,,FALSE,,,,,
39.108.180.123,vulnerable,CN,ALISOFT,,,,FALSE,,,,,
106.54.54.133,vulnerable,CN,TencentCloud,CN,,,FALSE,,,,,
193.112.221.172,vulnerable,CN,TENCENT-CN,CN,,,FALSE,,,,,
